Source feature	Target feature	Weight	Dependency
SAHUL5.2.07	SAHUL022	2.22044604925031e-16	1
SAHUL5.2.07	SAHUL121	2.22044604925031e-16	1
SAHUL5.2.07	SAHUL125	2.22044604925031e-16	1
SAHUL5.2.07	SAHUL148	2.22044604925031e-16	1
SAHUL5.2.08	SAHUL029	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL032	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL038	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL042	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL068	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL117	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL121	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL135	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL148	2.22044604925031e-16	1
SAHUL5.2.09	SAHUL3.2.01	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL2.6.09	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL2.8.01	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL3.1.05	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL3.1.07	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL3.2.02	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL3.2.05	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL3.3.13	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL4.3.09	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL4.5.01	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL4.5.02	2.22044604925031e-16	1
SAHUL5.2.12	SAHUL5.1.05	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL013	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL015	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL018	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL025	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL031	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL035	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL036	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL043	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL044	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL068	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL069	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL086	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL087	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL089	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL091	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL101	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL119	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL126	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL127	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL130	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL132	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL141	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL154	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL160	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL2.1.05a	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL2.1.05b	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL2.1.05d	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL2.3.04	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL2.5.08	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL3.1.03	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL3.2.03	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL3.2.04	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL3.2.05	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL3.5.06	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL4.1.02	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL4.3.09	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL4.3.09a	2.22044604925031e-16	1
SAHUL6.1.03	SAHUL5.1.03	2.22044604925031e-16	1
